train_masks,fold,split,eval_masks,stem,dice,iou,precision,recall,pred_positive_pixels,gt_positive_pixels,tp_pixels,fp_pixels,fn_pixels,complete_miss,pred_gt_ratio,subject,cut
nmousta5,3,cv_val,nmousta5,172_B_2-4_WL_Bruise_A244A_2026-03-04_DSC_8320,0.7465787304204452,0.5956327282294133,0.7479352494218698,0.7452271231073074,3027,3038,2264.0,763.0,774.0,False,0.9963791968400263,172,4.200000000000001
nmousta5,3,cv_val,nmousta5,172_B_2-4_WL_Bruise_A244A_2026-03-04_DSC_8321,0.7274119448698315,0.5716004813477737,0.9099616858237548,0.6058673469387755,2088,3136,1900.0,188.0,1236.0,False,0.6658163265306123,172,4.200000000000001
nmousta5,3,cv_val,nmousta5,172_B_2-4_WL_Bruise_A244A_2026-03-04_DSC_8322,0.78001549186677,0.6393650793650794,0.860316104228962,0.7134254339355296,2341,2823,2014.0000000000002,326.9999999999998,808.9999999999998,False,0.8292596528515763,172,4.200000000000001
nmousta5,3,cv_val,nmousta5,172_B_2-4_WL_Bruise_OC_A244A_2026-03-04_DSC_8324,0.8092399403874814,0.6795994993742178,0.8822095857026807,0.7474191328286304,2462,2906,2172.0,290.0,734.0,False,0.8472126634549209,172,4.200000000000001
nmousta5,3,cv_val,nmousta5,172_B_2-4_WL_Bruise_OC_A244A_2026-03-04_DSC_8325,0.5846205507051713,0.4130486358244365,0.6830129462534327,0.5110067508071617,2549,3407,1741.0,808.0,1666.0,False,0.7481655415321398,172,4.200000000000001
nmousta5,3,cv_val,nmousta5,222_C_2-4_WL_Bruise_A244A_2026-03-06_DSC_3407,0.4274918179113359,0.27185347763566187,0.7363673636736368,0.30116542298985494,4878,11927,3592.0,1286.0,8335.0,False,0.40898801039657917,222,4.200000000000001
nmousta5,3,cv_val,nmousta5,222_C_2-4_WL_Bruise_A244A_2026-03-06_DSC_3408,0.6110800223838836,0.4399677679290894,0.7072538860103627,0.5379310344827586,6948,9135,4914.0,2034.0,4221.0,False,0.7605911330049261,222,4.200000000000001
nmousta5,3,cv_val,nmousta5,222_C_2-4_WL_Bruise_A244A_2026-03-06_DSC_3409,0.5048360462373201,0.3376459450930893,0.8756137479541735,0.35465694398409014,4888,12068,4280.0,608.0,7788.0,False,0.4050381173351011,222,4.200000000000001
nmousta5,3,cv_val,nmousta5,222_C_2-4_WL_Bruise_OC_A244A_2026-03-06_DSC_3411,0.5291036088474971,0.3597150771666007,0.6049916805324459,0.47013188518231186,6010,7734,3636.0,2374.0,4098.0,False,0.7770881820532712,222,4.200000000000001
nmousta5,3,cv_val,nmousta5,222_C_2-4_WL_Bruise_OC_A244A_2026-03-06_DSC_3412,0.6751797835876067,0.5096387987012987,0.8148929266709929,0.5763625932300631,6164,8715,5023.0,1141.0,3692.0,False,0.7072862880091796,222,4.200000000000001
nmousta5,3,cv_val,nmousta5,270_D_2-6_WL_Bruise_A244A_2026-04-04_DSC_0299,0.7065770348837209,0.5462845905323781,0.6156403356023429,0.82903432104029,6317,4691,3889.0,2428.0,802.0,False,1.3466211895118312,270,4.200000000000001
nmousta5,3,cv_val,nmousta5,270_D_2-6_WL_Bruise_A244A_2026-04-04_DSC_0300,0.6043104363520544,0.43298341700897613,0.4335110434120335,0.9971969166082691,6565,2854,2846.0,3719.0,8.0,False,2.300280308339173,270,4.200000000000001
nmousta5,3,cv_val,nmousta5,270_D_2-6_WL_Bruise_A244A_2026-04-04_DSC_0301,0.6536783948822332,0.48552915766738663,0.4895470383275261,0.9833770778652668,6888,3429,3372.0,3516.0,57.0,False,2.0087489063867014,270,4.200000000000001
nmousta5,3,cv_val,nmousta5,270_D_2-6_WL_Bruise_OC_A244A_2026-04-04_DSC_0303,0.6738265114532482,0.508098312379658,0.6910043130006162,0.657482046020812,6492,6823,4486.0,2006.0,2337.0,False,0.9514876154184376,270,4.200000000000001
nmousta5,3,cv_val,nmousta5,270_D_2-6_WL_Bruise_OC_A244A_2026-04-04_DSC_0304,0.5134621476084891,0.34540805454932877,0.5653007846556234,0.47033222109386336,5735,6893,3242.0,2493.0,3651.0,False,0.8320034817931234,270,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_A_2-6_WL_Bruise_A244A_2026-04-06_DSC_2239,0.7967823878069432,0.6622097114707952,0.6692745376955903,0.9843096234309623,2812,1912,1881.9999999999998,930.0000000000002,30.000000000000227,False,1.4707112970711298,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_A_2-6_WL_Bruise_A244A_2026-04-06_DSC_2240,0.8001289490651193,0.6668457818377217,0.6886792452830188,0.9546153846153846,1802,1300,1241.0,561.0,59.0,False,1.386153846153846,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_A_2-6_WL_Bruise_A244A_2026-04-06_DSC_2241,0.8694955964771818,0.7691218130311614,0.7911607576493443,0.965047393364929,2059,1688,1629.0,430.0,59.0,False,1.21978672985782,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_A_2-6_WL_Bruise_OC_A244A_2026-04-06_DSC_2243,0.8861819566044918,0.7956254272043746,0.8191414496833216,0.9651741293532339,2842,2412,2328.0,514.0,84.0,False,1.1782752902155886,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_A_2-6_WL_Bruise_OC_A244A_2026-04-06_DSC_2244,0.8846960167714885,0.793233082706767,0.836748182419035,0.938472942920682,3026,2698,2532.0,494.0,166.0,False,1.1215715344699777,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_B_2-6_WL_Bruise_A244A_2026-04-06_DSC_2260,0.8082408874801902,0.6781914893617021,0.6781914893617021,1.0,2256,1530,1530.0,726.0,0.0,False,1.4745098039215687,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_B_2-6_WL_Bruise_A244A_2026-04-06_DSC_2261,0.8054375531011045,0.6742532005689901,0.6869565217391305,0.973305954825462,2760,1948,1896.0,864.0,52.0,False,1.4168377823408624,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_B_2-6_WL_Bruise_OC_A244A_2026-04-06_DSC_2263,0.8809106830122592,0.7871674491392802,0.8747826086956522,0.8871252204585538,1725,1701,1509.0,216.0,192.0,False,1.0141093474426808,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,286_B_2-6_WL_Bruise_OC_A244A_2026-04-06_DSC_2264,0.7268170426065163,0.5708661417322834,0.5827974276527331,0.9653794940079894,2488,1502,1450.0,1038.0,52.0,False,1.6564580559254327,286,4.200000000000001
nmousta5,3,cv_val,nmousta5,299_C_2-6_WL_Bruise_A244A_2026-05-29_DSC_3954,0.8981380065717415,0.8151093439363817,0.917568071615069,0.8795137647479442,5362,5594,4920.0,442.0,674.0,False,0.9585269932070075,299,4.200000000000001
nmousta5,3,cv_val,nmousta5,299_C_2-6_WL_Bruise_A244A_2026-05-29_DSC_3955,0.819871065604854,0.6947300771208226,0.8844344446717121,0.7640925958649938,4889,5659,4324.0,565.0,1335.0,False,0.863933557165577,299,4.200000000000001
nmousta5,3,cv_val,nmousta5,299_C_2-6_WL_Bruise_A244A_2026-05-29_DSC_3956,0.8499099459675805,0.7389942578736732,0.8818521594684385,0.8202008497489378,4816,5178,4247.0,569.0,931.0,False,0.9300888373889533,299,4.200000000000001
nmousta5,3,cv_val,nmousta5,299_C_2-6_WL_Bruise_OC_A244A_2026-05-29_DSC_3958,0.8807759372275501,0.786952288218111,0.8922499448001766,0.8695932859909619,4529,4647,4041.0,488.0,606.0,False,0.9746072735097913,299,4.200000000000001
nmousta5,3,cv_val,nmousta5,299_C_2-6_WL_Bruise_OC_A244A_2026-05-29_DSC_3959,0.8467956010618126,0.734297928313055,0.9270689177968447,0.7793159609120521,7226,8596,6699.0,527.0,1897.0,False,0.8406235458352722,299,4.200000000000001
nmousta5,3,cv_val,nmousta5,29_L_2-4_WL_Bruise_A244A_2026-03-05_DSC_1644,0.755729919471402,0.6073680716893461,0.832007274380541,0.6922640438812181,4399,5287,3660.0,739.0,1627.0,False,0.8320408549271798,29,4.200000000000001
nmousta5,3,cv_val,nmousta5,29_L_2-4_WL_Bruise_A244A_2026-03-05_DSC_1645,0.7364359214218896,0.5828243568387933,0.6384833738848338,0.8698895027624309,4932,3620,3149.0,1783.0,471.0,False,1.3624309392265193,29,4.200000000000001
nmousta5,3,cv_val,nmousta5,29_L_2-4_WL_Bruise_A244A_2026-03-05_DSC_1646,0.6598127409583256,0.49232876712328766,0.7904112601715417,0.5662517724909406,4547,6347,3594.0,953.0,2753.0,False,0.7164014495037025,29,4.200000000000001
nmousta5,3,cv_val,nmousta5,29_L_2-4_WL_Bruise_OC_A244A_2026-03-05_DSC_1648,0.7831374138629915,0.6435709526982012,0.8011278819041301,0.7659372026641293,6029,6306,4830.0,1199.0,1476.0,False,0.9560735807167777,29,4.200000000000001
nmousta5,3,cv_val,nmousta5,29_L_2-4_WL_Bruise_OC_A244A_2026-03-05_DSC_1649,0.7711183189959103,0.627495983474868,0.9250549822365082,0.6611050658928788,5911,8271,5468.0,443.0,2803.0,False,0.7146656994317495,29,4.200000000000001
nmousta5,3,cv_val,nmousta5,64_K_2-4_WL_Bruise_A244A_2026-02-26_DSC_5419,0.8919818046031638,0.8050245098039216,0.929794762915782,0.8571242171189979,7065,7664,6569.0,496.0,1095.0,False,0.9218423799582464,64,4.200000000000001
nmousta5,3,cv_val,nmousta5,64_K_2-4_WL_Bruise_A244A_2026-02-26_DSC_5420,0.8843794242567249,0.7927241962774958,0.9207940251572327,0.8507354276375522,5088,5507,4685.0,403.0,822.0,False,0.9239150172507717,64,4.200000000000001
nmousta5,3,cv_val,nmousta5,64_K_2-4_WL_Bruise_A244A_2026-02-26_DSC_5421,0.8484371928445056,0.7367702287470126,0.8664346895074947,0.8311721658749519,7472,7789,6474.0,998.0,1315.0,False,0.9593015791500834,64,4.200000000000001
nmousta5,3,cv_val,nmousta5,64_K_2-4_WL_Bruise_OC_A244A_2026-02-26_DSC_5424,0.8150996444223931,0.6879056458929443,0.8064304998772805,0.8239572013708936,12223,11963,9857.0,2366.0,2106.0,False,1.0217336788430995,64,4.200000000000001
nmousta5,3,cv_val,nmousta5,64_K_2-4_WL_Bruise_OC_A244A_2026-02-26_DSC_5425,0.8420082541972193,0.7271280276816608,0.819898556379243,0.8653434360072476,12815,12142,10507.0,2308.0,1635.0,False,1.055427441937078,64,4.200000000000001
nmousta5,3,cv_val,nmousta5,64_M_2-4_WL_Bruise_A244A_2026-02-26_DSC_5461,0.45396641574985525,0.29363295880149815,0.3312209547950993,0.7212511499540019,2367,1087,784.0,1583.0,303.0,False,2.177552897884085,64,4.200000000000001
nmousta5,3,cv_val,nmousta5,64_M_2-4_WL_Bruise_A244A_2026-02-26_DSC_5462,0.1850784502081332,0.10197600564573042,0.10388209920920201,0.8475073313782991,5564,682,578.0,4986.0,104.0,False,8.158357771260997,64,4.200000000000001
